2025-06-20 18:56:47,931 [INFO] Using device: cpu
2025-06-20 18:56:47,931 [INFO] 开始创建数据加载器...
2025-06-20 18:56:47,933 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-20 18:56:47,933 [INFO] Class allocation analysis:
2025-06-20 18:56:47,933 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-20 18:56:47,933 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:47,933 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-20 18:56:47,933 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-20 18:56:47,949 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,949 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,949 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,949 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,949 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:47,949 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:47,949 [INFO] Final allocation:
2025-06-20 18:56:47,949 [INFO]   Source domain: 280 samples
2025-06-20 18:56:47,949 [INFO]   Target domain: 320 samples
2025-06-20 18:56:47,951 [INFO] Source domain setup:
2025-06-20 18:56:47,951 [INFO]   Original classes: [0, 1, 2, 3]
2025-06-20 18:56:47,951 [INFO]   Overlap classes used: [0, 1, 2, 3]
2025-06-20 18:56:47,951 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3}
2025-06-20 18:56:47,951 [INFO]   Total data after allocation: 280
2025-06-20 18:56:47,951 [INFO]   Data split - Train: 224, Val: 56
2025-06-20 18:56:47,951 [INFO]   Train label distribution: {0: 56, 1: 56, 3: 56, 2: 56}
2025-06-20 18:56:47,951 [INFO]   Val label distribution: {1: 14, 2: 14, 0: 14, 3: 14}
2025-06-20 18:56:47,953 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-20 18:56:47,953 [INFO] Class allocation analysis:
2025-06-20 18:56:47,953 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-20 18:56:47,953 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:47,953 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-20 18:56:47,953 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-20 18:56:47,968 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,969 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,969 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,969 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:47,969 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:47,969 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:47,969 [INFO] Final allocation:
2025-06-20 18:56:47,969 [INFO]   Source domain: 280 samples
2025-06-20 18:56:47,969 [INFO]   Target domain: 320 samples
2025-06-20 18:56:47,971 [INFO] Target domain setup:
2025-06-20 18:56:47,971 [INFO]   Original classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:47,971 [INFO]   Overlap classes: [0, 1, 2, 3]
2025-06-20 18:56:47,971 [INFO]   Novel classes: [4, 5] -> mapped to unknown label 4
2025-06-20 18:56:47,971 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 4}
2025-06-20 18:56:47,971 [INFO]   Total data after allocation: 320
2025-06-20 18:56:47,971 [INFO]   Data split - Train: 256, Val: 64
2025-06-20 18:56:47,971 [INFO]   Total count: 320 (known: 120, unknown: 200)
2025-06-20 18:56:47,971 [INFO]   Total label distribution: {4: 200, 3: 30, 0: 30, 1: 30, 2: 30}
2025-06-20 18:56:47,971 [INFO]   Train label distribution: {4: 160, 0: 24, 2: 24, 3: 24, 1: 24}
2025-06-20 18:56:47,971 [INFO]   Val label distribution: {1: 6, 4: 40, 3: 6, 0: 6, 2: 6}
2025-06-20 18:56:47,972 [INFO] 数据加载器创建完成!
2025-06-20 18:56:47,972 [INFO] 源域类别数: 4 (重叠类别)
2025-06-20 18:56:47,972 [INFO] 目标域类别数: 5 (4个重叠类别 + 1个未知类别)
2025-06-20 18:56:47,972 [INFO] 重叠类别: [0, 1, 2, 3]
2025-06-20 18:56:47,972 [INFO] 目标域新类别: [4, 5]
2025-06-20 18:56:47,972 [INFO] Data allocation verification:
2025-06-20 18:56:47,972 [INFO]   Source data samples: 280
2025-06-20 18:56:47,972 [INFO]   Target data samples: 320
2025-06-20 18:56:47,972 [INFO]   Overlapping samples: 0
2025-06-20 18:56:47,972 [INFO]   ✓ Data allocation is correct - no overlapping samples
2025-06-20 18:56:47,975 [INFO] Model initialized with 10404 parameters
2025-06-20 18:56:47,975 [INFO] Previous best validation accuracy read from record.txt: 0.6250
2025-06-20 18:56:47,975 [INFO] Starting training...
2025-06-20 18:56:48,012 [INFO] Epoch 001 | Train Loss: 9.5982 | Val Loss: 2.2511 | Val Acc: 0.2500
2025-06-20 18:56:48,169 [INFO] New best model at epoch 1 (Val Acc: 0.2500)
2025-06-20 18:56:48,203 [INFO] Epoch 002 | Train Loss: 9.2843 | Val Loss: 2.1941 | Val Acc: 0.3214
2025-06-20 18:56:48,208 [INFO] New best model at epoch 2 (Val Acc: 0.3214)
2025-06-20 18:56:48,240 [INFO] Epoch 003 | Train Loss: 8.8614 | Val Loss: 2.1965 | Val Acc: 0.2857
2025-06-20 18:56:48,275 [INFO] Epoch 004 | Train Loss: 8.9839 | Val Loss: 2.5394 | Val Acc: 0.2679
2025-06-20 18:56:48,309 [INFO] Epoch 005 | Train Loss: 7.7392 | Val Loss: 3.3350 | Val Acc: 0.1786
2025-06-20 18:56:48,349 [INFO] Epoch 006 | Train Loss: 8.3183 | Val Loss: 4.2450 | Val Acc: 0.2143
2025-06-20 18:56:48,392 [INFO] Epoch 007 | Train Loss: 6.7326 | Val Loss: 4.7393 | Val Acc: 0.2679
2025-06-20 18:56:48,438 [INFO] Epoch 008 | Train Loss: 6.4521 | Val Loss: 4.9103 | Val Acc: 0.2679
2025-06-20 18:56:48,479 [INFO] Epoch 009 | Train Loss: 6.3515 | Val Loss: 4.9233 | Val Acc: 0.2679
2025-06-20 18:56:48,517 [INFO] Epoch 010 | Train Loss: 5.8913 | Val Loss: 5.4476 | Val Acc: 0.2321
2025-06-20 18:56:48,741 [INFO] Epoch 011 | Train Loss: 6.0691 | Val Loss: 5.6261 | Val Acc: 0.2143
2025-06-20 18:56:48,777 [INFO] Epoch 012 | Train Loss: 5.7784 | Val Loss: 5.8253 | Val Acc: 0.3036
2025-06-20 18:56:48,811 [INFO] Epoch 013 | Train Loss: 5.2133 | Val Loss: 6.2369 | Val Acc: 0.2500
2025-06-20 18:56:48,847 [INFO] Epoch 014 | Train Loss: 5.8291 | Val Loss: 6.0347 | Val Acc: 0.1964
2025-06-20 18:56:48,883 [INFO] Epoch 015 | Train Loss: 6.0320 | Val Loss: 5.1140 | Val Acc: 0.2857
2025-06-20 18:56:48,924 [INFO] Epoch 016 | Train Loss: 5.1352 | Val Loss: 5.1422 | Val Acc: 0.2321
2025-06-20 18:56:48,964 [INFO] Epoch 017 | Train Loss: 5.2822 | Val Loss: 4.8671 | Val Acc: 0.2500
2025-06-20 18:56:49,000 [INFO] Epoch 018 | Train Loss: 5.7996 | Val Loss: 4.8420 | Val Acc: 0.2679
2025-06-20 18:56:49,038 [INFO] Epoch 019 | Train Loss: 4.7777 | Val Loss: 4.3591 | Val Acc: 0.2500
2025-06-20 18:56:49,076 [INFO] Epoch 020 | Train Loss: 5.4809 | Val Loss: 4.4950 | Val Acc: 0.2679
2025-06-20 18:56:49,389 [INFO] Epoch 021 | Train Loss: 4.8833 | Val Loss: 3.9427 | Val Acc: 0.3571
2025-06-20 18:56:49,395 [INFO] New best model at epoch 21 (Val Acc: 0.3571)
2025-06-20 18:56:49,438 [INFO] Epoch 022 | Train Loss: 5.3724 | Val Loss: 3.8277 | Val Acc: 0.2857
2025-06-20 18:56:49,472 [INFO] Epoch 023 | Train Loss: 4.6509 | Val Loss: 3.8199 | Val Acc: 0.3750
2025-06-20 18:56:49,478 [INFO] New best model at epoch 23 (Val Acc: 0.3750)
2025-06-20 18:56:49,508 [INFO] Epoch 024 | Train Loss: 5.2594 | Val Loss: 3.9012 | Val Acc: 0.3036
2025-06-20 18:56:49,541 [INFO] Epoch 025 | Train Loss: 5.0297 | Val Loss: 3.7322 | Val Acc: 0.2321
2025-06-20 18:56:49,575 [INFO] Epoch 026 | Train Loss: 4.2828 | Val Loss: 3.4939 | Val Acc: 0.2679
2025-06-20 18:56:49,608 [INFO] Epoch 027 | Train Loss: 4.1738 | Val Loss: 3.8557 | Val Acc: 0.3036
2025-06-20 18:56:49,648 [INFO] Epoch 028 | Train Loss: 4.3864 | Val Loss: 3.9600 | Val Acc: 0.3214
2025-06-20 18:56:49,684 [INFO] Epoch 029 | Train Loss: 4.3203 | Val Loss: 3.9218 | Val Acc: 0.2679
2025-06-20 18:56:49,716 [INFO] Epoch 030 | Train Loss: 4.3674 | Val Loss: 4.1377 | Val Acc: 0.3393
2025-06-20 18:56:49,898 [INFO] Epoch 031 | Train Loss: 4.3904 | Val Loss: 3.8682 | Val Acc: 0.2321
2025-06-20 18:56:49,972 [INFO] Epoch 032 | Train Loss: 4.5585 | Val Loss: 4.0486 | Val Acc: 0.2679
2025-06-20 18:56:50,024 [INFO] Epoch 033 | Train Loss: 4.0709 | Val Loss: 3.7411 | Val Acc: 0.3214
2025-06-20 18:56:50,076 [INFO] Epoch 034 | Train Loss: 3.9640 | Val Loss: 3.6731 | Val Acc: 0.3036
2025-06-20 18:56:50,119 [INFO] Epoch 035 | Train Loss: 4.1663 | Val Loss: 4.2298 | Val Acc: 0.2857
2025-06-20 18:56:50,166 [INFO] Epoch 036 | Train Loss: 3.9260 | Val Loss: 4.0801 | Val Acc: 0.3393
2025-06-20 18:56:50,214 [INFO] Epoch 037 | Train Loss: 4.2487 | Val Loss: 4.0273 | Val Acc: 0.3393
2025-06-20 18:56:50,259 [INFO] Epoch 038 | Train Loss: 3.8635 | Val Loss: 4.0526 | Val Acc: 0.3393
