epoch,train_loss,val_loss,val_acc
1,6.745371341705322,1.9503689408302307,0.26785714285714285
2,5.863630431038993,1.7563571333885193,0.19642857142857142
3,4.805630241121564,1.922173261642456,0.17857142857142858
4,4.915478467941284,2.1137580275535583,0.26785714285714285
5,4.19423382622855,2.304836690425873,0.26785714285714285
6,4.19972470828465,2.4924911856651306,0.23214285714285715
7,4.246089696884155,2.6676799058914185,0.30357142857142855
8,3.8002265180860246,2.6516594886779785,0.30357142857142855
9,4.376791749681745,2.6560977697372437,0.30357142857142855
10,3.9264518192836215,2.858942747116089,0.2857142857142857
11,3.604407412665231,2.9277414083480835,0.2857142857142857
12,3.516277006694249,3.002401113510132,0.30357142857142855
13,2.9854231902531216,2.894451856613159,0.32142857142857145
14,3.199026039668492,2.864322543144226,0.30357142857142855
15,2.757242100579398,2.761061668395996,0.30357142857142855
16,2.93005325113024,2.6510238647460938,0.32142857142857145
17,2.6321873664855957,2.5086406469345093,0.3392857142857143
18,2.658510753086635,2.561706066131592,0.32142857142857145
19,2.8465572595596313,2.5729697942733765,0.30357142857142855
20,2.5723224708012173,2.3896414637565613,0.30357142857142855
21,2.543135608945574,2.3757558465003967,0.30357142857142855
22,2.396726591246469,2.270809590816498,0.30357142857142855
23,2.609291808945792,2.1903644800186157,0.3392857142857143
24,2.416617521217891,2.173249661922455,0.32142857142857145
25,2.0943716253553117,2.141986608505249,0.2857142857142857
26,2.743576543671744,2.113783597946167,0.3392857142857143
27,2.574991890362331,2.094425141811371,0.35714285714285715
28,3.0068726199013844,2.1914156079292297,0.32142857142857145
29,2.280775308609009,2.1658106446266174,0.3392857142857143
30,2.262194429125105,2.077178418636322,0.3392857142857143
31,2.2314179284232005,2.1518343091011047,0.32142857142857145
32,2.1897652319499423,2.141653597354889,0.32142857142857145
33,2.028249587331499,2.025279402732849,0.30357142857142855
34,2.4983524594988142,2.0927191376686096,0.32142857142857145
35,2.168066041810172,2.0536133646965027,0.3392857142857143
36,2.4595199482781545,2.009345591068268,0.30357142857142855
37,1.8872781310762679,1.8724916577339172,0.3392857142857143
38,1.7772708450044905,1.8022799491882324,0.35714285714285715
39,1.923882978303092,1.7736287713050842,0.375
40,2.2689220905303955,1.780060052871704,0.375
41,2.007547531809126,1.8669667840003967,0.35714285714285715
42,2.1400979927607944,1.8442983627319336,0.35714285714285715
43,1.779375774519784,1.7923694252967834,0.32142857142857145
44,1.8066148247037614,1.790182650089264,0.35714285714285715
45,1.6926501989364624,1.7784438729286194,0.35714285714285715
46,2.0040106092180525,1.7524425387382507,0.375
47,1.6855697631835938,1.7139551043510437,0.3392857142857143
48,1.7204513379505701,1.6709131598472595,0.375
49,1.6726280280521937,1.6360113620758057,0.375
50,1.6977491208485194,1.658654272556305,0.39285714285714285
