epoch,train_loss,val_loss,val_acc
1,11.134428569248744,7.427286386489868,0.25
2,10.12460892541068,5.767569065093994,0.26785714285714285
3,9.528297219957624,5.401408910751343,0.23214285714285715
4,9.195188249860491,5.328665256500244,0.25
5,8.686766351972308,5.437664747238159,0.26785714285714285
6,7.828790187835693,5.6252148151397705,0.25
7,8.45797484261649,5.832038164138794,0.26785714285714285
8,7.143064907618931,5.926148176193237,0.26785714285714285
9,6.574840545654297,5.991344690322876,0.2857142857142857
10,6.828162125178745,5.975067853927612,0.2857142857142857
11,6.141593183789935,5.802623271942139,0.26785714285714285
12,5.385288579123361,5.661932706832886,0.26785714285714285
13,5.335239716938564,5.457425832748413,0.2857142857142857
14,5.525466135569981,5.195399284362793,0.2857142857142857
15,4.53813556262425,4.960999965667725,0.30357142857142855
16,4.440565245492118,4.738314986228943,0.26785714285714285
17,4.321134124483381,4.540127515792847,0.26785714285714285
18,4.31135402406965,4.2880858182907104,0.26785714285714285
19,3.972259589603969,4.067793488502502,0.25
20,3.943141835076468,3.855646014213562,0.25
21,4.162180287497384,3.719272255897522,0.23214285714285715
22,3.5098540782928467,3.526015043258667,0.23214285714285715
23,3.317575897489275,3.3984227180480957,0.26785714285714285
24,3.53842636517116,3.2530477046966553,0.23214285714285715
25,3.177057112966265,3.118225932121277,0.25
26,2.951108353478568,2.9976072311401367,0.26785714285714285
27,2.830106701169695,2.854943037033081,0.25
28,2.7336267232894897,2.74771785736084,0.23214285714285715
29,2.762993812561035,2.6560111045837402,0.25
30,3.1394647530147006,2.6294504404067993,0.25
31,2.7835317850112915,2.5126131772994995,0.26785714285714285
32,2.5880132572991505,2.4122262001037598,0.2857142857142857
33,2.4300558737346103,2.372933268547058,0.30357142857142855
34,2.58847439289093,2.3368589878082275,0.32142857142857145
35,2.4757170847484042,2.3017494082450867,0.30357142857142855
36,2.1925508124487743,2.2780086398124695,0.30357142857142855
37,2.4237911871501376,2.2718149423599243,0.26785714285714285
38,2.0440978493009294,2.195788085460663,0.32142857142857145
39,2.4418509857995168,2.170515775680542,0.32142857142857145
40,2.1260880742754256,2.1271358728408813,0.3392857142857143
41,2.0270188876560757,2.1029151678085327,0.32142857142857145
42,2.2422530140195573,2.080383777618408,0.32142857142857145
43,2.0668751852852956,2.0725780725479126,0.32142857142857145
44,2.1202459505626132,2.0504138469696045,0.32142857142857145
45,2.120457257543291,2.0282212495803833,0.32142857142857145
46,2.032917891229902,2.007916271686554,0.3392857142857143
47,2.1107948507581438,1.9807252883911133,0.3392857142857143
48,1.974704657282148,1.947398841381073,0.32142857142857145
49,1.8653482369014196,1.9225412011146545,0.3392857142857143
50,1.9704802547182356,1.9059399962425232,0.30357142857142855
51,1.982331497328622,1.9014872312545776,0.2857142857142857
52,1.7967318551880973,1.9169958233833313,0.25
53,1.8892173596790858,1.9046725034713745,0.26785714285714285
54,1.8764621359961373,1.8621624112129211,0.30357142857142855
55,1.7080715213503157,1.8386534452438354,0.32142857142857145
56,1.8259813274656023,1.8264027833938599,0.2857142857142857
57,1.704028947012765,1.813718855381012,0.26785714285714285
58,1.7786561250686646,1.7974551320075989,0.26785714285714285
59,1.7876239844730921,1.7775863409042358,0.26785714285714285
60,1.6388116904667445,1.7647533416748047,0.30357142857142855
61,1.767236522265843,1.7389898300170898,0.3392857142857143
62,1.7839938402175903,1.7298100590705872,0.30357142857142855
63,1.6186938285827637,1.7258744835853577,0.2857142857142857
64,1.9180106605802263,1.7092999815940857,0.2857142857142857
65,1.6307829788752966,1.6844052076339722,0.32142857142857145
66,1.604734914643424,1.6790902018547058,0.2857142857142857
67,1.5741326808929443,1.6569052338600159,0.26785714285714285
68,1.622636352266584,1.6332105994224548,0.25
69,1.5550935779299055,1.6199884414672852,0.2857142857142857
70,1.6371279103415353,1.6146371364593506,0.2857142857142857
71,1.85003205708095,1.6067405939102173,0.30357142857142855
72,1.7043083565575736,1.6049889922142029,0.30357142857142855
73,1.6569855213165283,1.5870131254196167,0.32142857142857145
74,1.6385997363499232,1.553928554058075,0.35714285714285715
75,1.5188933100019182,1.544195294380188,0.35714285714285715
76,1.4953968695231847,1.5361433029174805,0.3392857142857143
77,1.5656463078090124,1.5142923593521118,0.35714285714285715
78,1.463436450277056,1.5316237807273865,0.3392857142857143
79,1.588322946003505,1.506388247013092,0.2857142857142857
80,1.5428650038582938,1.503251552581787,0.2857142857142857
81,1.4700083562305994,1.4826666116714478,0.32142857142857145
82,1.502183164869036,1.4954346418380737,0.32142857142857145
83,1.6321625028337752,1.4903991222381592,0.30357142857142855
84,1.4248769283294678,1.4784255623817444,0.30357142857142855
85,1.4690389122281755,1.4590821862220764,0.32142857142857145
86,1.3921715191432409,1.4627665877342224,0.2857142857142857
87,1.3752501181193761,1.4667928814888,0.2857142857142857
88,1.4106570993150984,1.4441052079200745,0.2857142857142857
89,1.4765617506844657,1.4437934160232544,0.30357142857142855
90,1.3407727479934692,1.4435099959373474,0.30357142857142855
91,1.4871122326169695,1.4377389550209045,0.32142857142857145
92,1.3247811113085066,1.4282878637313843,0.30357142857142855
93,1.2735650369099207,1.4258587956428528,0.30357142857142855
94,1.3637546471187048,1.4090819358825684,0.3392857142857143
95,1.398534859929766,1.4257785081863403,0.26785714285714285
96,1.4081195763179235,1.430228352546692,0.30357142857142855
97,1.407894832747323,1.4196605682373047,0.32142857142857145
98,1.3362185273851668,1.4113712906837463,0.3392857142857143
99,1.3542253119604928,1.4125706553459167,0.3392857142857143
100,1.5453061887196131,1.426504135131836,0.375
101,1.518637946673802,1.3920647501945496,0.4107142857142857
102,1.2878059319087438,1.3865750432014465,0.35714285714285715
103,1.590598361832755,1.4054943323135376,0.3392857142857143
104,1.4622196469988142,1.4153944849967957,0.375
105,1.27341205733163,1.4053156971931458,0.375
106,1.2553583213261195,1.4152120351791382,0.32142857142857145
107,1.281940954072135,1.427897036075592,0.30357142857142855
108,1.3132850102015905,1.4061546325683594,0.32142857142857145
109,1.305462053843907,1.3910792469978333,0.32142857142857145
110,1.3699463094983781,1.3884832262992859,0.375
111,1.253829973084586,1.3907804489135742,0.35714285714285715
112,1.2325079781668526,1.4094807505607605,0.30357142857142855
113,1.2908421925136022,1.4243994355201721,0.32142857142857145
114,1.2877763680049352,1.4243849515914917,0.35714285714285715
115,1.3818024056298392,1.424732267856598,0.32142857142857145
116,1.3798528398786272,1.4018344283103943,0.3392857142857143
117,1.2888488939830236,1.3807973861694336,0.39285714285714285
118,1.2550708481243678,1.3888930082321167,0.39285714285714285
119,1.2994084358215332,1.3919293284416199,0.35714285714285715
120,1.2279150656291418,1.3835787177085876,0.3392857142857143
121,1.2373569181987218,1.397626519203186,0.35714285714285715
122,1.3598957572664534,1.3924212455749512,0.42857142857142855
123,1.29533737046378,1.40635347366333,0.42857142857142855
124,1.2229770592280798,1.4063765406608582,0.35714285714285715
125,1.2557119131088257,1.400718867778778,0.35714285714285715
126,1.2797108377729143,1.4088731408119202,0.35714285714285715
127,1.2670584746769495,1.4055549502372742,0.375
128,1.2690664189202445,1.3998246788978577,0.375
129,1.2784208059310913,1.4001603722572327,0.35714285714285715
130,1.2509916424751282,1.3917571902275085,0.32142857142857145
131,1.246915681021554,1.3911810517311096,0.3392857142857143
132,1.2427233968462263,1.4058339595794678,0.3392857142857143
133,1.2137535129274641,1.3989715576171875,0.375
134,1.214425538267408,1.3671762943267822,0.39285714285714285
135,1.3833425726209367,1.362397015094757,0.375
136,1.1530919756208147,1.3584480285644531,0.39285714285714285
137,1.187096425465175,1.3705877661705017,0.375
138,1.2372534785951887,1.3763530254364014,0.375
139,1.2779836654663086,1.3963448405265808,0.375
140,1.2805300951004028,1.4142679572105408,0.3392857142857143
